#,Time(ms),CH1(mV),CH2(mV)
793,-0.0313200,640.00,-20.00
794,-0.0313600,680.00,0.00
795,-0.0314000,600.00,-20.00
796,-0.0314400,640.00,0.00
797,-0.0314800,600.00,-20.00
798,-0.0315200,660.00,0.00
799,-0.0315600,560.00,-20.00
800,-0.0316000,640.00,0.00
801,-0.0316400,600.00,-20.00
802,-0.0316800,640.00,0.00
803,-0.0317200,600.00,-20.00
804,-0.0317600,640.00,0.00
805,-0.0318000,600.00,-20.00
806,-0.0318400,660.00,0.00
807,-0.0318800,600.00,-20.00
808,-0.0319200,640.00,0.00
809,-0.0319600,600.00,-20.00
810,-0.0320000,660.00,0.00
811,-0.0320400,580.00,-20.00
812,-0.0320800,620.00,0.00
813,-0.0321200,600.00,-20.00
814,-0.0321600,660.00,0.00
815,-0.0322000,560.00,-20.00
816,-0.0322400,660.00,0.00
817,-0.0322800,580.00,-20.00
818,-0.0323200,660.00,0.00
819,-0.0323600,600.00,-20.00
820,-0.0324000,680.00,0.00
821,-0.0324400,600.00,-20.00
822,-0.0324800,640.00,0.00
823,-0.0325200,620.00,-20.00
824,-0.0325600,640.00,0.00
825,-0.0326000,620.00,-20.00
826,-0.0326400,660.00,0.00
827,-0.0326800,600.00,-20.00
828,-0.0327200,660.00,0.00
829,-0.0327600,600.00,-20.00
830,-0.0328000,660.00,0.00
831,-0.0328400,580.00,-20.00
832,-0.0328800,660.00,0.00
833,-0.0329200,580.00,-20.00
834,-0.0329600,680.00,0.00
835,-0.0330000,580.00,-20.00
836,-0.0330400,660.00,0.00
837,-0.0330800,600.00,-20.00
838,-0.0331200,660.00,0.00
839,-0.0331600,600.00,-20.00
840,-0.0332000,640.00,0.00
841,-0.0332400,600.00,-20.00
842,-0.0332800,660.00,0.00
843,-0.0333200,620.00,-20.00
844,-0.0333600,660.00,0.00
845,-0.0334000,600.00,-20.00
846,-0.0334400,660.00,0.00
847,-0.0334800,600.00,-20.00
848,-0.0335200,660.00,0.00
849,-0.0335600,600.00,-20.00
850,-0.0336000,640.00,0.00
851,-0.0336400,600.00,-20.00
852,-0.0336800,640.00,0.00
853,-0.0337200,580.00,-20.00
854,-0.0337600,660.00,0.00
855,-0.0338000,600.00,-20.00
856,-0.0338400,640.00,0.00
857,-0.0338800,580.00,-20.00
858,-0.0339200,660.00,0.00
859,-0.0339600,620.00,-20.00
860,-0.0340000,660.00,0.00
861,-0.0340400,580.00,-20.00
862,-0.0340800,640.00,0.00
863,-0.0341200,600.00,-20.00
864,-0.0341600,680.00,0.00
865,-0.0342000,580.00,-20.00
866,-0.0342400,640.00,0.00
867,-0.0342800,600.00,-20.00
868,-0.0343200,660.00,0.00
869,-0.0343600,600.00,-20.00
870,-0.0344000,640.00,0.00
871,-0.0344400,600.00,-20.00
872,-0.0344800,640.00,0.00
873,-0.0345200,600.00,-20.00
874,-0.0345600,660.00,0.00
875,-0.0346000,600.00,-20.00
876,-0.0346400,680.00,0.00
877,-0.0346800,620.00,-20.00
878,-0.0347200,660.00,0.00
879,-0.0347600,620.00,-20.00
880,-0.0348000,660.00,0.00
881,-0.0348400,620.00,-20.00
882,-0.0348800,660.00,0.00
883,-0.0349200,600.00,-40.00
884,-0.0349600,660.00,0.00
885,-0.0350000,600.00,-20.00
886,-0.0350400,660.00,0.00
887,-0.0350800,600.00,-20.00
888,-0.0351200,640.00,0.00
889,-0.0351600,600.00,-20.00
890,-0.0352000,660.00,0.00
891,-0.0352400,640.00,-20.00
892,-0.0352800,660.00,0.00
893,-0.0353200,600.00,-20.00
894,-0.0353600,660.00,0.00
895,-0.0354000,640.00,-20.00
896,-0.0354400,640.00,0.00
897,-0.0354800,600.00,-20.00
898,-0.0355200,640.00,0.00
899,-0.0355600,580.00,-20.00
900,-0.0356000,660.00,0.00
901,-0.0356400,600.00,-20.00
902,-0.0356800,640.00,0.00
903,-0.0357200,600.00,-20.00
904,-0.0357600,640.00,0.00
905,-0.0358000,600.00,-20.00
906,-0.0358400,640.00,0.00
907,-0.0358800,640.00,-20.00
908,-0.0359200,640.00,0.00
909,-0.0359600,600.00,-20.00
910,-0.0360000,660.00,0.00
911,-0.0360400,620.00,-20.00
912,-0.0360800,660.00,0.00
913,-0.0361200,620.00,-20.00
914,-0.0361600,640.00,0.00
915,-0.0362000,620.00,-20.00
916,-0.0362400,640.00,0.00
917,-0.0362800,620.00,-20.00
918,-0.0363200,640.00,0.00
919,-0.0363600,600.00,-20.00
920,-0.0364000,640.00,0.00
921,-0.0364400,600.00,-20.00
922,-0.0364800,640.00,0.00
923,-0.0365200,620.00,-20.00
924,-0.0365600,640.00,0.00
925,-0.0366000,620.00,-20.00
926,-0.0366400,640.00,0.00
927,-0.0366800,620.00,-20.00
928,-0.0367200,640.00,0.00
929,-0.0367600,620.00,-20.00
930,-0.0368000,640.00,0.00
931,-0.0368400,640.00,-20.00
932,-0.0368800,660.00,0.00
933,-0.0369200,620.00,-20.00
934,-0.0369600,640.00,0.00
935,-0.0370000,600.00,-20.00
936,-0.0370400,640.00,0.00
937,-0.0370800,600.00,-20.00
938,-0.0371200,640.00,0.00
939,-0.0371600,600.00,-20.00
940,-0.0372000,640.00,0.00
941,-0.0372400,620.00,-20.00
942,-0.0372800,660.00,0.00
943,-0.0373200,600.00,-20.00
944,-0.0373600,640.00,0.00
945,-0.0374000,640.00,-20.00
946,-0.0374400,660.00,0.00
947,-0.0374800,620.00,-20.00
948,-0.0375200,660.00,0.00
949,-0.0375600,620.00,-20.00
950,-0.0376000,660.00,0.00
951,-0.0376400,600.00,-20.00
952,-0.0376800,640.00,0.00
953,-0.0377200,600.00,-20.00
954,-0.0377600,640.00,0.00
955,-0.0378000,600.00,-20.00
956,-0.0378400,640.00,0.00
957,-0.0378800,600.00,-20.00
958,-0.0379200,640.00,0.00
959,-0.0379600,620.00,-20.00
960,-0.0380000,640.00,0.00
961,-0.0380400,620.00,-20.00
962,-0.0380800,640.00,0.00
963,-0.0381200,620.00,-20.00
964,-0.0381600,660.00,0.00
965,-0.0382000,640.00,-20.00
966,-0.0382400,660.00,0.00
967,-0.0382800,620.00,-20.00
968,-0.0383200,640.00,0.00
969,-0.0383600,620.00,-20.00
970,-0.0384000,640.00,0.00
971,-0.0384400,620.00,-20.00
972,-0.0384800,640.00,0.00
973,-0.0385200,600.00,-20.00
974,-0.0385600,640.00,0.00
975,-0.0386000,620.00,-20.00
976,-0.0386400,640.00,0.00
977,-0.0386800,620.00,-20.00
978,-0.0387200,640.00,0.00
979,-0.0387600,640.00,-20.00
980,-0.0388000,640.00,0.00
981,-0.0388400,620.00,-20.00
982,-0.0388800,640.00,0.00
983,-0.0389200,640.00,-20.00
984,-0.0389600,640.00,0.00
985,-0.0390000,620.00,-20.00
986,-0.0390400,640.00,0.00
987,-0.0390800,620.00,-20.00
988,-0.0391200,640.00,20.00
989,-0.0391600,620.00,-20.00
990,-0.0392000,640.00,0.00
991,-0.0392400,620.00,-20.00
992,-0.0392800,640.00,0.00
993,-0.0393200,620.00,-20.00
994,-0.0393600,640.00,0.00
995,-0.0394000,620.00,-20.00
996,-0.0394400,640.00,0.00
997,-0.0394800,620.00,-20.00
998,-0.0395200,640.00,0.00
999,-0.0395600,620.00,-20.00
1000,-0.0396000,660.00,0.00
1001,-0.0396400,620.00,-20.00
1002,-0.0396800,640.00,0.00
1003,-0.0397200,620.00,-20.00
1004,-0.0397600,640.00,0.00
1005,-0.0398000,600.00,-20.00
1006,-0.0398400,640.00,0.00
1007,-0.0398800,600.00,-20.00
1008,-0.0399200,640.00,0.00
1009,-0.0399600,620.00,-20.00
1010,-0.0400000,640.00,0.00
1011,-0.0400400,620.00,-20.00
1012,-0.0400800,640.00,0.00
1013,-0.0401200,620.00,-20.00
1014,-0.0401600,660.00,0.00
1015,-0.0402000,620.00,-20.00
1016,-0.0402400,640.00,0.00
1017,-0.0402800,620.00,-20.00
1018,-0.0403200,640.00,0.00
1019,-0.0403600,620.00,-20.00
1020,-0.0404000,660.00,0.00
1021,-0.0404400,620.00,-20.00
1022,-0.0404800,640.00,0.00
1023,-0.0405200,620.00,-20.00
1024,-0.0405600,640.00,0.00
1025,-0.0406000,600.00,-20.00
1026,-0.0406400,640.00,0.00
1027,-0.0406800,620.00,-20.00
1028,-0.0407200,640.00,0.00
1029,-0.0407600,620.00,-20.00
1030,-0.0408000,640.00,0.00
1031,-0.0408400,620.00,-20.00
1032,-0.0408800,640.00,20.00
1033,-0.0409200,620.00,-20.00
1034,-0.0409600,640.00,0.00
1035,-0.0410000,640.00,-20.00
1036,-0.0410400,640.00,0.00
1037,-0.0410800,620.00,-20.00
1038,-0.0411200,640.00,20.00
1039,-0.0411600,620.00,-20.00
1040,-0.0412000,640.00,0.00
1041,-0.0412400,600.00,-20.00
1042,-0.0412800,640.00,0.00
1043,-0.0413200,600.00,-20.00
1044,-0.0413600,640.00,0.00
1045,-0.0414000,620.00,-20.00
1046,-0.0414400,640.00,0.00
1047,-0.0414800,600.00,-20.00
1048,-0.0415200,640.00,0.00
1049,-0.0415600,620.00,-20.00
1050,-0.0416000,640.00,0.00
1051,-0.0416400,620.00,-20.00
1052,-0.0416800,640.00,0.00
1053,-0.0417200,620.00,-20.00
1054,-0.0417600,660.00,0.00
1055,-0.0418000,620.00,-20.00
1056,-0.0418400,640.00,0.00
1057,-0.0418800,600.00,-20.00
1058,-0.0419200,640.00,0.00
1059,-0.0419600,600.00,-20.00
1060,-0.0420000,640.00,0.00
1061,-0.0420400,600.00,-20.00
1062,-0.0420800,640.00,0.00
1063,-0.0421200,600.00,-20.00
1064,-0.0421600,640.00,0.00
1065,-0.0422000,620.00,-20.00
1066,-0.0422400,640.00,0.00
1067,-0.0422800,640.00,-20.00
1068,-0.0423200,660.00,0.00
1069,-0.0423600,620.00,-20.00
1070,-0.0424000,640.00,20.00
1071,-0.0424400,640.00,-20.00
1072,-0.0424800,660.00,0.00
1073,-0.0425200,600.00,-20.00
1074,-0.0425600,640.00,0.00
1075,-0.0426000,620.00,-20.00
1076,-0.0426400,640.00,0.00
1077,-0.0426800,600.00,-20.00
1078,-0.0427200,640.00,0.00
1079,-0.0427600,620.00,-20.00
1080,-0.0428000,640.00,0.00
1081,-0.0428400,620.00,-20.00
1082,-0.0428800,640.00,0.00
1083,-0.0429200,640.00,0.00
1084,-0.0429600,660.00,0.00
1085,-0.0430000,620.00,-20.00
1086,-0.0430400,640.00,0.00
1087,-0.0430800,640.00,-20.00
1088,-0.0431200,640.00,20.00
1089,-0.0431600,600.00,0.00
1090,-0.0432000,640.00,0.00
1091,-0.0432400,600.00,-20.00
1092,-0.0432800,640.00,0.00
1093,-0.0433200,600.00,-20.00
1094,-0.0433600,640.00,0.00
1095,-0.0434000,600.00,-20.00
1096,-0.0434400,640.00,0.00
1097,-0.0434800,600.00,-20.00
1098,-0.0435200,640.00,0.00
1099,-0.0435600,600.00,-20.00
1100,-0.0436000,640.00,0.00
1101,-0.0436400,620.00,-20.00
1102,-0.0436800,640.00,0.00
1103,-0.0437200,620.00,-20.00
1104,-0.0437600,640.00,0.00
1105,-0.0438000,640.00,-20.00
1106,-0.0438400,640.00,0.00
1107,-0.0438800,620.00,-20.00
1108,-0.0439200,660.00,0.00
1109,-0.0439600,600.00,-20.00
1110,-0.0440000,640.00,0.00
1111,-0.0440400,600.00,-20.00
1112,-0.0440800,640.00,0.00
1113,-0.0441200,620.00,0.00
1114,-0.0441600,640.00,0.00
1115,-0.0442000,600.00,0.00
1116,-0.0442400,640.00,0.00
1117,-0.0442800,620.00,0.00
1118,-0.0443200,660.00,0.00
1119,-0.0443600,640.00,-20.00
1120,-0.0444000,640.00,20.00
1121,-0.0444400,640.00,-20.00
1122,-0.0444800,640.00,20.00
1123,-0.0445200,620.00,-20.00
1124,-0.0445600,640.00,20.00
1125,-0.0446000,600.00,-20.00
1126,-0.0446400,640.00,20.00
1127,-0.0446800,600.00,-20.00
1128,-0.0447200,640.00,0.00
1129,-0.0447600,620.00,-20.00
1130,-0.0448000,640.00,0.00
1131,-0.0448400,600.00,0.00
1132,-0.0448800,640.00,0.00
1133,-0.0449200,620.00,0.00
1134,-0.0449600,640.00,0.00
1135,-0.0450000,620.00,0.00
1136,-0.0450400,640.00,20.00
1137,-0.0450800,620.00,0.00
1138,-0.0451200,660.00,20.00
1139,-0.0451600,620.00,0.00
1140,-0.0452000,640.00,20.00
1141,-0.0452400,600.00,0.00
1142,-0.0452800,640.00,20.00
1143,-0.0453200,620.00,0.00
1144,-0.0453600,640.00,20.00
1145,-0.0454000,600.00,0.00
1146,-0.0454400,640.00,0.00
1147,-0.0454800,600.00,-20.00
1148,-0.0455200,640.00,20.00
1149,-0.0455600,620.00,0.00
1150,-0.0456000,640.00,20.00
1151,-0.0456400,600.00,0.00
1152,-0.0456800,640.00,20.00
1153,-0.0457200,620.00,0.00
1154,-0.0457600,640.00,20.00
1155,-0.0458000,620.00,0.00
1156,-0.0458400,640.00,20.00
1157,-0.0458800,620.00,0.00
1158,-0.0459200,640.00,20.00
1159,-0.0459600,620.00,-20.00
1160,-0.0460000,660.00,0.00
1161,-0.0460400,620.00,0.00
1162,-0.0460800,640.00,20.00
1163,-0.0461200,600.00,0.00
1164,-0.0461600,640.00,0.00
1165,-0.0462000,600.00,-20.00
1166,-0.0462400,640.00,20.00
1167,-0.0462800,600.00,0.00
1168,-0.0463200,640.00,20.00
1169,-0.0463600,620.00,0.00
1170,-0.0464000,640.00,20.00
1171,-0.0464400,620.00,0.00
1172,-0.0464800,640.00,20.00
1173,-0.0465200,600.00,0.00
1174,-0.0465600,660.00,20.00
1175,-0.0466000,620.00,0.00
1176,-0.0466400,640.00,20.00
1177,-0.0466800,620.00,0.00
1178,-0.0467200,640.00,20.00
1179,-0.0467600,600.00,0.00
1180,-0.0468000,640.00,20.00
1181,-0.0468400,600.00,20.00
1182,-0.0468800,620.00,20.00
1183,-0.0469200,600.00,0.00
1184,-0.0469600,640.00,20.00
1185,-0.0470000,620.00,20.00
1186,-0.0470400,640.00,20.00
1187,-0.0470800,620.00,20.00
1188,-0.0471200,640.00,20.00
1189,-0.0471600,620.00,0.00
1190,-0.0472000,640.00,20.00
1191,-0.0472400,620.00,0.00
1192,-0.0472800,660.00,40.00
1193,-0.0473200,640.00,20.00
1194,-0.0473600,660.00,20.00
1195,-0.0474000,620.00,20.00
1196,-0.0474400,640.00,20.00
1197,-0.0474800,620.00,20.00
1198,-0.0475200,640.00,20.00
1199,-0.0475600,600.00,0.00
1200,-0.0476000,620.00,20.00
1201,-0.0476400,600.00,20.00
1202,-0.0476800,640.00,20.00
1203,-0.0477200,620.00,20.00
1204,-0.0477600,640.00,40.00
1205,-0.0478000,640.00,20.00
1206,-0.0478400,660.00,40.00
1207,-0.0478800,620.00,20.00
1208,-0.0479200,640.00,20.00
1209,-0.0479600,600.00,20.00
1210,-0.0480000,660.00,40.00
1211,-0.0480400,620.00,20.00
1212,-0.0480800,640.00,40.00
1213,-0.0481200,600.00,20.00
1214,-0.0481600,640.00,20.00
1215,-0.0482000,600.00,20.00
1216,-0.0482400,640.00,40.00
1217,-0.0482800,600.00,20.00
1218,-0.0483200,640.00,40.00
1219,-0.0483600,620.00,20.00
1220,-0.0484000,640.00,40.00
1221,-0.0484400,620.00,20.00
1222,-0.0484800,640.00,60.00
1223,-0.0485200,620.00,20.00
1224,-0.0485600,640.00,40.00
1225,-0.0486000,620.00,20.00
1226,-0.0486400,640.00,40.00
1227,-0.0486800,640.00,20.00
1228,-0.0487200,640.00,40.00
1229,-0.0487600,600.00,20.00
1230,-0.0488000,640.00,40.00
1231,-0.0488400,600.00,20.00
1232,-0.0488800,640.00,40.00
1233,-0.0489200,600.00,20.00
1234,-0.0489600,640.00,40.00
1235,-0.0490000,600.00,40.00
1236,-0.0490400,640.00,60.00
1237,-0.0490800,600.00,20.00
1238,-0.0491200,660.00,60.00
1239,-0.0491600,620.00,20.00
1240,-0.0492000,640.00,60.00
1241,-0.0492400,620.00,20.00
1242,-0.0492800,660.00,60.00
1243,-0.0493200,620.00,40.00
1244,-0.0493600,640.00,60.00
1245,-0.0494000,620.00,60.00
1246,-0.0494400,660.00,60.00
1247,-0.0494800,600.00,40.00
1248,-0.0495200,640.00,60.00
1249,-0.0495600,620.00,40.00
1250,-0.0496000,660.00,60.00
1251,-0.0496400,600.00,20.00
1252,-0.0496800,640.00,60.00
1253,-0.0497200,620.00,60.00
1254,-0.0497600,660.00,60.00
1255,-0.0498000,620.00,40.00
1256,-0.0498400,640.00,60.00
1257,-0.0498800,620.00,60.00
1258,-0.0499200,640.00,80.00
1259,-0.0499600,620.00,60.00
1260,-0.0500000,640.00,80.00
1261,-0.0500400,620.00,40.00
1262,-0.0500800,640.00,60.00
1263,-0.0501200,600.00,60.00
1264,-0.0501600,640.00,80.00
1265,-0.0502000,600.00,60.00
1266,-0.0502400,640.00,80.00
1267,-0.0502800,620.00,60.00
1268,-0.0503200,640.00,80.00
1269,-0.0503600,600.00,60.00
1270,-0.0504000,640.00,80.00
1271,-0.0504400,620.00,60.00
1272,-0.0504800,640.00,80.00
1273,-0.0505200,620.00,60.00
1274,-0.0505600,640.00,80.00
1275,-0.0506000,620.00,60.00
1276,-0.0506400,660.00,80.00
1277,-0.0506800,620.00,60.00
1278,-0.0507200,640.00,80.00
1279,-0.0507600,620.00,80.00
1280,-0.0508000,640.00,80.00
1281,-0.0508400,620.00,60.00
1282,-0.0508800,640.00,80.00
1283,-0.0509200,600.00,80.00
1284,-0.0509600,640.00,100.00
1285,-0.0510000,600.00,80.00
1286,-0.0510400,640.00,100.00
1287,-0.0510800,600.00,60.00
1288,-0.0511200,640.00,100.00
1289,-0.0511600,620.00,80.00
1290,-0.0512000,640.00,100.00
1291,-0.0512400,640.00,80.00
1292,-0.0512800,640.00,100.00
1293,-0.0513200,620.00,80.00
1294,-0.0513600,660.00,100.00
1295,-0.0514000,620.00,80.00
1296,-0.0514400,640.00,100.00
1297,-0.0514800,620.00,80.00
1298,-0.0515200,640.00,100.00
1299,-0.0515600,600.00,80.00
1300,-0.0516000,640.00,100.00
1301,-0.0516400,600.00,80.00
1302,-0.0516800,640.00,100.00
1303,-0.0517200,600.00,80.00
1304,-0.0517600,640.00,100.00
1305,-0.0518000,620.00,100.00
1306,-0.0518400,640.00,100.00
1307,-0.0518800,620.00,100.00
1308,-0.0519200,640.00,100.00
1309,-0.0519600,620.00,100.00
1310,-0.0520000,660.00,120.00
1311,-0.0520400,640.00,100.00
1312,-0.0520800,660.00,100.00
1313,-0.0521200,620.00,100.00
1314,-0.0521600,640.00,120.00
1315,-0.0522000,620.00,100.00
1316,-0.0522400,640.00,120.00
1317,-0.0522800,620.00,100.00
1318,-0.0523200,640.00,120.00
1319,-0.0523600,600.00,100.00
1320,-0.0524000,640.00,120.00
1321,-0.0524400,600.00,100.00
1322,-0.0524800,640.00,120.00
1323,-0.0525200,620.00,100.00
1324,-0.0525600,640.00,140.00
1325,-0.0526000,620.00,100.00
1326,-0.0526400,640.00,140.00
1327,-0.0526800,640.00,100.00
1328,-0.0527200,640.00,140.00
1329,-0.0527600,620.00,120.00
1330,-0.0528000,660.00,140.00
1331,-0.0528400,620.00,120.00
1332,-0.0528800,640.00,140.00
1333,-0.0529200,620.00,120.00
1334,-0.0529600,640.00,140.00
1335,-0.0530000,620.00,120.00
1336,-0.0530400,640.00,140.00
1337,-0.0530800,600.00,140.00
1338,-0.0531200,620.00,140.00
1339,-0.0531600,620.00,120.00
1340,-0.0532000,640.00,140.00
1341,-0.0532400,620.00,140.00
1342,-0.0532800,640.00,140.00
1343,-0.0533200,620.00,140.00
1344,-0.0533600,640.00,140.00
1345,-0.0534000,620.00,140.00
1346,-0.0534400,640.00,140.00
1347,-0.0534800,640.00,140.00
1348,-0.0535200,640.00,160.00
1349,-0.0535600,620.00,140.00
1350,-0.0536000,640.00,160.00
1351,-0.0536400,620.00,140.00
1352,-0.0536800,640.00,160.00
1353,-0.0537200,620.00,140.00
1354,-0.0537600,640.00,160.00
1355,-0.0538000,600.00,140.00
1356,-0.0538400,640.00,160.00
1357,-0.0538800,620.00,140.00
1358,-0.0539200,640.00,160.00
1359,-0.0539600,620.00,160.00
1360,-0.0540000,640.00,180.00
1361,-0.0540400,620.00,160.00
1362,-0.0540800,660.00,180.00
1363,-0.0541200,620.00,160.00
1364,-0.0541600,640.00,180.00
1365,-0.0542000,620.00,160.00
1366,-0.0542400,640.00,180.00
1367,-0.0542800,600.00,160.00
1368,-0.0543200,660.00,180.00
1369,-0.0543600,620.00,160.00
1370,-0.0544000,640.00,180.00
1371,-0.0544400,600.00,160.00
1372,-0.0544800,640.00,180.00
1373,-0.0545200,600.00,160.00
1374,-0.0545600,640.00,180.00
1375,-0.0546000,600.00,160.00
1376,-0.0546400,640.00,180.00
1377,-0.0546800,620.00,160.00
1378,-0.0547200,640.00,200.00
1379,-0.0547600,640.00,180.00
1380,-0.0548000,660.00,200.00
1381,-0.0548400,620.00,180.00
1382,-0.0548800,640.00,220.00
1383,-0.0549200,640.00,180.00
1384,-0.0549600,640.00,220.00
1385,-0.0550000,620.00,180.00
1386,-0.0550400,640.00,200.00
1387,-0.0550800,620.00,180.00
1388,-0.0551200,640.00,220.00
1389,-0.0551600,600.00,180.00
1390,-0.0552000,640.00,220.00
1391,-0.0552400,600.00,200.00
1392,-0.0552800,640.00,220.00
1393,-0.0553200,620.00,200.00
1394,-0.0553600,640.00,220.00
1395,-0.0554000,620.00,200.00
1396,-0.0554400,660.00,220.00
1397,-0.0554800,620.00,220.00
1398,-0.0555200,640.00,220.00
1399,-0.0555600,620.00,220.00
1400,-0.0556000,660.00,220.00
1401,-0.0556400,640.00,220.00
1402,-0.0556800,660.00,240.00
1403,-0.0557200,620.00,220.00
1404,-0.0557600,640.00,240.00
1405,-0.0558000,620.00,220.00
1406,-0.0558400,640.00,240.00
1407,-0.0558800,600.00,220.00
1408,-0.0559200,640.00,240.00
1409,-0.0559600,620.00,240.00
1410,-0.0560000,640.00,240.00
1411,-0.0560400,620.00,240.00
1412,-0.0560800,660.00,240.00
1413,-0.0561200,640.00,240.00
1414,-0.0561600,640.00,240.00
1415,-0.0562000,620.00,240.00
1416,-0.0562400,660.00,260.00
1417,-0.0562800,620.00,240.00
1418,-0.0563200,660.00,260.00
1419,-0.0563600,620.00,240.00
1420,-0.0564000,640.00,260.00
1421,-0.0564400,600.00,240.00
1422,-0.0564800,640.00,260.00
1423,-0.0565200,620.00,260.00
1424,-0.0565600,640.00,260.00
1425,-0.0566000,620.00,260.00
1426,-0.0566400,640.00,260.00
1427,-0.0566800,620.00,260.00
1428,-0.0567200,640.00,300.00
1429,-0.0567600,620.00,260.00
1430,-0.0568000,640.00,280.00
1431,-0.0568400,620.00,260.00
1432,-0.0568800,640.00,300.00
1433,-0.0569200,620.00,260.00
1434,-0.0569600,640.00,280.00
1435,-0.0570000,620.00,260.00
1436,-0.0570400,660.00,280.00
1437,-0.0570800,620.00,260.00
1438,-0.0571200,640.00,300.00
1439,-0.0571600,600.00,280.00
1440,-0.0572000,640.00,300.00
1441,-0.0572400,620.00,280.00
1442,-0.0572800,640.00,300.00
1443,-0.0573200,620.00,280.00
1444,-0.0573600,640.00,300.00
1445,-0.0574000,620.00,280.00
1446,-0.0574400,640.00,300.00
1447,-0.0574800,620.00,300.00
1448,-0.0575200,640.00,300.00
1449,-0.0575600,620.00,300.00
1450,-0.0576000,640.00,320.00
1451,-0.0576400,640.00,300.00
1452,-0.0576800,640.00,300.00
1453,-0.0577200,620.00,300.00
1454,-0.0577600,640.00,320.00
1455,-0.0578000,600.00,300.00
1456,-0.0578400,640.00,320.00
1457,-0.0578800,600.00,300.00
1458,-0.0579200,640.00,320.00
1459,-0.0579600,600.00,300.00
1460,-0.0580000,640.00,320.00
1461,-0.0580400,620.00,300.00
1462,-0.0580800,640.00,340.00
1463,-0.0581200,620.00,320.00
1464,-0.0581600,640.00,340.00
1465,-0.0582000,600.00,320.00
1466,-0.0582400,640.00,340.00
1467,-0.0582800,620.00,320.00
1468,-0.0583200,640.00,340.00
1469,-0.0583600,640.00,320.00
1470,-0.0584000,640.00,340.00
1471,-0.0584400,600.00,340.00
1472,-0.0584800,640.00,340.00
1473,-0.0585200,600.00,340.00
1474,-0.0585600,640.00,360.00
1475,-0.0586000,600.00,340.00
1476,-0.0586400,640.00,360.00
1477,-0.0586800,600.00,340.00
1478,-0.0587200,640.00,380.00
1479,-0.0587600,600.00,340.00
1480,-0.0588000,640.00,380.00
1481,-0.0588400,620.00,360.00
1482,-0.0588800,640.00,380.00
1483,-0.0589200,620.00,340.00
1484,-0.0589600,640.00,380.00
1485,-0.0590000,640.00,360.00
1486,-0.0590400,640.00,380.00
1487,-0.0590800,640.00,360.00
1488,-0.0591200,640.00,380.00
1489,-0.0591600,620.00,360.00
1490,-0.0592000,640.00,380.00
1491,-0.0592400,600.00,360.00
1492,-0.0592800,640.00,400.00
1493,-0.0593200,620.00,380.00
1494,-0.0593600,640.00,400.00
1495,-0.0594000,600.00,380.00
1496,-0.0594400,660.00,400.00
1497,-0.0594800,620.00,380.00
1498,-0.0595200,640.00,400.00
1499,-0.0595600,620.00,400.00
1500,-0.0596000,660.00,400.00
1501,-0.0596400,640.00,400.00
1502,-0.0596800,640.00,400.00
1503,-0.0597200,620.00,400.00
1504,-0.0597600,660.00,420.00
1505,-0.0598000,620.00,400.00
1506,-0.0598400,640.00,420.00
1507,-0.0598800,600.00,400.00
1508,-0.0599200,640.00,420.00
1509,-0.0599600,600.00,400.00
1510,-0.0600000,640.00,420.00
1511,-0.0600400,600.00,420.00
1512,-0.0600800,640.00,440.00
1513,-0.0601200,620.00,420.00
1514,-0.0601600,640.00,440.00
1515,-0.0602000,620.00,420.00
1516,-0.0602400,640.00,440.00
1517,-0.0602800,620.00,420.00
1518,-0.0603200,660.00,460.00
1519,-0.0603600,620.00,420.00
1520,-0.0604000,660.00,460.00
1521,-0.0604400,640.00,440.00
1522,-0.0604800,640.00,460.00
1523,-0.0605200,600.00,440.00
1524,-0.0605600,640.00,460.00
1525,-0.0606000,600.00,460.00
1526,-0.0606400,640.00,460.00
1527,-0.0606800,620.00,460.00
1528,-0.0607200,640.00,460.00
1529,-0.0607600,600.00,460.00
1530,-0.0608000,640.00,480.00
1531,-0.0608400,620.00,460.00
1532,-0.0608800,640.00,480.00
1533,-0.0609200,620.00,460.00
1534,-0.0609600,640.00,480.00
1535,-0.0610000,620.00,460.00
1536,-0.0610400,660.00,500.00
1537,-0.0610800,640.00,460.00
1538,-0.0611200,660.00,500.00
1539,-0.0611600,620.00,480.00
1540,-0.0612000,640.00,500.00
1541,-0.0612400,600.00,480.00
1542,-0.0612800,640.00,500.00
1543,-0.0613200,600.00,480.00
1544,-0.0613600,640.00,520.00
1545,-0.0614000,620.00,500.00
1546,-0.0614400,640.00,520.00
1547,-0.0614800,600.00,500.00
1548,-0.0615200,660.00,520.00
1549,-0.0615600,620.00,500.00
1550,-0.0616000,660.00,540.00
1551,-0.0616400,620.00,520.00
1552,-0.0616800,640.00,540.00
1553,-0.0617200,620.00,520.00
1554,-0.0617600,660.00,540.00
1555,-0.0618000,620.00,540.00
1556,-0.0618400,640.00,540.00
1557,-0.0618800,620.00,520.00
1558,-0.0619200,640.00,540.00
1559,-0.0619600,620.00,540.00
1560,-0.0620000,640.00,540.00
1561,-0.0620400,600.00,540.00
1562,-0.0620800,640.00,560.00
1563,-0.0621200,620.00,540.00
1564,-0.0621600,640.00,560.00
1565,-0.0622000,600.00,540.00
1566,-0.0622400,640.00,560.00
1567,-0.0622800,620.00,560.00
1568,-0.0623200,640.00,560.00
1569,-0.0623600,620.00,560.00
1570,-0.0624000,640.00,580.00
