#,Time(ms),CH1(mV),CH2(mV)
1571,-0.0624400,620.00,560.00
1572,-0.0624800,640.00,580.00
1573,-0.0625200,620.00,560.00
1574,-0.0625600,640.00,580.00
1575,-0.0626000,600.00,560.00
1576,-0.0626400,660.00,580.00
1577,-0.0626800,600.00,560.00
1578,-0.0627200,640.00,580.00
1579,-0.0627600,600.00,580.00
1580,-0.0628000,640.00,580.00
1581,-0.0628400,620.00,580.00
1582,-0.0628800,640.00,600.00
1583,-0.0629200,600.00,580.00
1584,-0.0629600,640.00,620.00
1585,-0.0630000,620.00,600.00
1586,-0.0630400,640.00,620.00
1587,-0.0630800,620.00,580.00
1588,-0.0631200,640.00,620.00
1589,-0.0631600,620.00,600.00
1590,-0.0632000,640.00,620.00
1591,-0.0632400,620.00,600.00
1592,-0.0632800,640.00,620.00
1593,-0.0633200,600.00,600.00
1594,-0.0633600,640.00,620.00
1595,-0.0634000,620.00,620.00
1596,-0.0634400,640.00,620.00
1597,-0.0634800,600.00,620.00
1598,-0.0635200,640.00,640.00
1599,-0.0635600,620.00,620.00
1600,-0.0636000,640.00,640.00
1601,-0.0636400,620.00,620.00
1602,-0.0636800,640.00,640.00
1603,-0.0637200,640.00,620.00
1604,-0.0637600,660.00,660.00
1605,-0.0638000,620.00,640.00
1606,-0.0638400,640.00,660.00
1607,-0.0638800,620.00,640.00
1608,-0.0639200,640.00,660.00
1609,-0.0639600,620.00,640.00
1610,-0.0640000,640.00,660.00
1611,-0.0640400,620.00,640.00
1612,-0.0640800,640.00,660.00
1613,-0.0641200,620.00,660.00
1614,-0.0641600,640.00,660.00
1615,-0.0642000,600.00,660.00
1616,-0.0642400,640.00,680.00
1617,-0.0642800,620.00,660.00
1618,-0.0643200,660.00,700.00
1619,-0.0643600,620.00,660.00
1620,-0.0644000,640.00,680.00
1621,-0.0644400,620.00,660.00
1622,-0.0644800,660.00,700.00
1623,-0.0645200,620.00,660.00
1624,-0.0645600,660.00,700.00
1625,-0.0646000,620.00,680.00
1626,-0.0646400,640.00,700.00
1627,-0.0646800,620.00,680.00
1628,-0.0647200,640.00,700.00
1629,-0.0647600,620.00,700.00
1630,-0.0648000,640.00,720.00
1631,-0.0648400,620.00,700.00
1632,-0.0648800,640.00,720.00
1633,-0.0649200,620.00,700.00
1634,-0.0649600,640.00,720.00
1635,-0.0650000,620.00,700.00
1636,-0.0650400,640.00,720.00
1637,-0.0650800,620.00,720.00
1638,-0.0651200,640.00,720.00
1639,-0.0651600,640.00,720.00
1640,-0.0652000,640.00,720.00
1641,-0.0652400,620.00,720.00
1642,-0.0652800,640.00,740.00
1643,-0.0653200,620.00,720.00
1644,-0.0653600,640.00,740.00
1645,-0.0654000,600.00,720.00
1646,-0.0654400,640.00,740.00
1647,-0.0654800,600.00,720.00
1648,-0.0655200,640.00,740.00
1649,-0.0655600,600.00,740.00
1650,-0.0656000,640.00,740.00
1651,-0.0656400,600.00,740.00
1652,-0.0656800,640.00,760.00
1653,-0.0657200,620.00,740.00
1654,-0.0657600,640.00,760.00
1655,-0.0658000,620.00,740.00
1656,-0.0658400,640.00,760.00
1657,-0.0658800,640.00,760.00
1658,-0.0659200,660.00,780.00
1659,-0.0659600,620.00,740.00
1660,-0.0660000,640.00,780.00
1661,-0.0660400,640.00,760.00
1662,-0.0660800,640.00,780.00
1663,-0.0661200,620.00,780.00
1664,-0.0661600,640.00,780.00
1665,-0.0662000,600.00,780.00
1666,-0.0662400,640.00,780.00
1667,-0.0662800,600.00,780.00
1668,-0.0663200,640.00,780.00
1669,-0.0663600,620.00,780.00
1670,-0.0664000,660.00,800.00
1671,-0.0664400,620.00,780.00
1672,-0.0664800,640.00,800.00
1673,-0.0665200,620.00,780.00
1674,-0.0665600,640.00,800.00
1675,-0.0666000,620.00,780.00
1676,-0.0666400,640.00,820.00
1677,-0.0666800,640.00,780.00
1678,-0.0667200,660.00,820.00
1679,-0.0667600,620.00,780.00
1680,-0.0668000,640.00,820.00
1681,-0.0668400,600.00,800.00
1682,-0.0668800,640.00,820.00
1683,-0.0669200,600.00,800.00
1684,-0.0669600,640.00,840.00
1685,-0.0670000,620.00,800.00
1686,-0.0670400,640.00,820.00
1687,-0.0670800,620.00,820.00
1688,-0.0671200,660.00,840.00
1689,-0.0671600,600.00,820.00
1690,-0.0672000,660.00,840.00
1691,-0.0672400,620.00,840.00
1692,-0.0672800,640.00,860.00
1693,-0.0673200,620.00,820.00
1694,-0.0673600,640.00,860.00
1695,-0.0674000,620.00,840.00
1696,-0.0674400,640.00,860.00
1697,-0.0674800,620.00,820.00
1698,-0.0675200,640.00,860.00
1699,-0.0675600,600.00,840.00
1700,-0.0676000,640.00,860.00
1701,-0.0676400,620.00,860.00
1702,-0.0676800,640.00,860.00
1703,-0.0677200,620.00,860.00
1704,-0.0677600,640.00,860.00
1705,-0.0678000,600.00,860.00
1706,-0.0678400,640.00,880.00
1707,-0.0678800,620.00,860.00
1708,-0.0679200,640.00,880.00
1709,-0.0679600,620.00,860.00
1710,-0.0680000,640.00,880.00
1711,-0.0680400,620.00,880.00
1712,-0.0680800,640.00,880.00
1713,-0.0681200,620.00,860.00
1714,-0.0681600,660.00,880.00
1715,-0.0682000,600.00,880.00
1716,-0.0682400,640.00,880.00
1717,-0.0682800,620.00,880.00
1718,-0.0683200,640.00,900.00
1719,-0.0683600,620.00,880.00
1720,-0.0684000,640.00,900.00
1721,-0.0684400,620.00,880.00
1722,-0.0684800,640.00,900.00
1723,-0.0685200,600.00,900.00
1724,-0.0685600,640.00,900.00
1725,-0.0686000,620.00,900.00
1726,-0.0686400,640.00,900.00
1727,-0.0686800,620.00,900.00
1728,-0.0687200,640.00,920.00
1729,-0.0687600,620.00,900.00
1730,-0.0688000,660.00,940.00
1731,-0.0688400,600.00,900.00
1732,-0.0688800,640.00,920.00
1733,-0.0689200,620.00,900.00
1734,-0.0689600,640.00,940.00
1735,-0.0690000,600.00,900.00
1736,-0.0690400,640.00,940.00
1737,-0.0690800,600.00,920.00
1738,-0.0691200,640.00,940.00
1739,-0.0691600,620.00,920.00
1740,-0.0692000,660.00,940.00
1741,-0.0692400,620.00,920.00
1742,-0.0692800,660.00,940.00
1743,-0.0693200,620.00,940.00
1744,-0.0693600,660.00,940.00
1745,-0.0694000,620.00,940.00
1746,-0.0694400,660.00,960.00
1747,-0.0694800,640.00,940.00
1748,-0.0695200,660.00,960.00
1749,-0.0695600,620.00,940.00
1750,-0.0696000,640.00,960.00
1751,-0.0696400,600.00,940.00
1752,-0.0696800,640.00,960.00
1753,-0.0697200,620.00,940.00
1754,-0.0697600,640.00,960.00
1755,-0.0698000,600.00,940.00
1756,-0.0698400,640.00,960.00
1757,-0.0698800,620.00,960.00
1758,-0.0699200,640.00,980.00
1759,-0.0699600,620.00,960.00
1760,-0.0700000,660.00,980.00
1761,-0.0700400,640.00,960.00
1762,-0.0700800,660.00,980.00
1763,-0.0701200,620.00,980.00
1764,-0.0701600,640.00,980.00
1765,-0.0702000,620.00,980.00
1766,-0.0702400,660.00,980.00
1767,-0.0702800,600.00,980.00
1768,-0.0703200,640.00,980.00
1769,-0.0703600,600.00,980.00
1770,-0.0704000,640.00,980.00
1771,-0.0704400,600.00,980.00
1772,-0.0704800,640.00,1000.00
1773,-0.0705200,620.00,980.00
1774,-0.0705600,640.00,1020.00
1775,-0.0706000,620.00,980.00
1776,-0.0706400,640.00,1020.00
1777,-0.0706800,620.00,980.00
1778,-0.0707200,640.00,1020.00
1779,-0.0707600,600.00,1000.00
1780,-0.0708000,660.00,1020.00
1781,-0.0708400,620.00,980.00
1782,-0.0708800,640.00,1020.00
1783,-0.0709200,620.00,1020.00
1784,-0.0709600,640.00,1040.00
1785,-0.0710000,600.00,1020.00
1786,-0.0710400,640.00,1040.00
1787,-0.0710800,600.00,1020.00
1788,-0.0711200,640.00,1040.00
1789,-0.0711600,620.00,1020.00
1790,-0.0712000,640.00,1040.00
1791,-0.0712400,620.00,1040.00
1792,-0.0712800,640.00,1040.00
1793,-0.0713200,640.00,1040.00
1794,-0.0713600,640.00,1060.00
1795,-0.0714000,640.00,1040.00
1796,-0.0714400,640.00,1060.00
1797,-0.0714800,620.00,1040.00
1798,-0.0715200,640.00,1060.00
1799,-0.0715600,620.00,1040.00
1800,-0.0716000,640.00,1060.00
1801,-0.0716400,600.00,1040.00
1802,-0.0716800,640.00,1060.00
1803,-0.0717200,600.00,1040.00
1804,-0.0717600,640.00,1060.00
1805,-0.0718000,620.00,1060.00
1806,-0.0718400,640.00,1080.00
1807,-0.0718800,600.00,1060.00
1808,-0.0719200,640.00,1100.00
1809,-0.0719600,620.00,1060.00
1810,-0.0720000,640.00,1080.00
1811,-0.0720400,620.00,1080.00
1812,-0.0720800,640.00,1100.00
1813,-0.0721200,620.00,1060.00
1814,-0.0721600,640.00,1100.00
1815,-0.0722000,620.00,1080.00
1816,-0.0722400,660.00,1100.00
1817,-0.0722800,620.00,1100.00
1818,-0.0723200,640.00,1100.00
1819,-0.0723600,620.00,1100.00
1820,-0.0724000,640.00,1100.00
1821,-0.0724400,600.00,1100.00
1822,-0.0724800,640.00,1120.00
1823,-0.0725200,600.00,1100.00
1824,-0.0725600,640.00,1120.00
1825,-0.0726000,600.00,1100.00
1826,-0.0726400,640.00,1140.00
1827,-0.0726800,620.00,1120.00
1828,-0.0727200,640.00,1140.00
1829,-0.0727600,620.00,1100.00
1830,-0.0728000,660.00,1140.00
1831,-0.0728400,620.00,1120.00
1832,-0.0728800,640.00,1140.00
1833,-0.0729200,640.00,1120.00
1834,-0.0729600,660.00,1140.00
1835,-0.0730000,620.00,1120.00
1836,-0.0730400,640.00,1160.00
1837,-0.0730800,620.00,1140.00
1838,-0.0731200,640.00,1160.00
1839,-0.0731600,600.00,1140.00
1840,-0.0732000,640.00,1180.00
1841,-0.0732400,600.00,1140.00
1842,-0.0732800,640.00,1160.00
1843,-0.0733200,600.00,1160.00
1844,-0.0733600,640.00,1180.00
1845,-0.0734000,620.00,1160.00
1846,-0.0734400,640.00,1180.00
1847,-0.0734800,640.00,1160.00
1848,-0.0735200,640.00,1180.00
1849,-0.0735600,620.00,1180.00
1850,-0.0736000,640.00,1180.00
1851,-0.0736400,620.00,1180.00
1852,-0.0736800,660.00,1200.00
1853,-0.0737200,620.00,1180.00
1854,-0.0737600,640.00,1200.00
1855,-0.0738000,600.00,1180.00
1856,-0.0738400,640.00,1200.00
1857,-0.0738800,600.00,1180.00
1858,-0.0739200,640.00,1200.00
1859,-0.0739600,600.00,1200.00
1860,-0.0740000,640.00,1200.00
1861,-0.0740400,620.00,1200.00
1862,-0.0740800,640.00,1220.00
1863,-0.0741200,620.00,1200.00
1864,-0.0741600,660.00,1220.00
1865,-0.0742000,620.00,1200.00
1866,-0.0742400,640.00,1220.00
1867,-0.0742800,620.00,1200.00
1868,-0.0743200,660.00,1220.00
1869,-0.0743600,600.00,1220.00
1870,-0.0744000,640.00,1220.00
1871,-0.0744400,600.00,1220.00
1872,-0.0744800,640.00,1240.00
1873,-0.0745200,620.00,1220.00
1874,-0.0745600,640.00,1260.00
1875,-0.0746000,600.00,1220.00
1876,-0.0746400,640.00,1240.00
1877,-0.0746800,620.00,1240.00
1878,-0.0747200,660.00,1260.00
1879,-0.0747600,620.00,1220.00
1880,-0.0748000,640.00,1260.00
1881,-0.0748400,620.00,1240.00
1882,-0.0748800,640.00,1260.00
1883,-0.0749200,640.00,1260.00
1884,-0.0749600,660.00,1260.00
1885,-0.0750000,600.00,1260.00
1886,-0.0750400,640.00,1280.00
1887,-0.0750800,600.00,1260.00
1888,-0.0751200,640.00,1280.00
1889,-0.0751600,600.00,1260.00
1890,-0.0752000,640.00,1280.00
1891,-0.0752400,620.00,1260.00
1892,-0.0752800,640.00,1280.00
1893,-0.0753200,600.00,1260.00
1894,-0.0753600,640.00,1300.00
1895,-0.0754000,600.00,1280.00
1896,-0.0754400,640.00,1300.00
1897,-0.0754800,620.00,1280.00
1898,-0.0755200,640.00,1300.00
1899,-0.0755600,620.00,1280.00
1900,-0.0756000,640.00,1300.00
1901,-0.0756400,620.00,1280.00
1902,-0.0756800,660.00,1300.00
1903,-0.0757200,620.00,1300.00
1904,-0.0757600,640.00,1300.00
1905,-0.0758000,600.00,1300.00
1906,-0.0758400,640.00,1320.00
1907,-0.0758800,620.00,1300.00
1908,-0.0759200,620.00,1340.00
1909,-0.0759600,620.00,1300.00
1910,-0.0760000,640.00,1320.00
1911,-0.0760400,600.00,1300.00
1912,-0.0760800,660.00,1320.00
1913,-0.0761200,600.00,1320.00
1914,-0.0761600,640.00,1340.00
1915,-0.0762000,600.00,1320.00
1916,-0.0762400,640.00,1340.00
1917,-0.0762800,620.00,1320.00
1918,-0.0763200,640.00,1340.00
1919,-0.0763600,640.00,1340.00
1920,-0.0764000,660.00,1340.00
1921,-0.0764400,620.00,1340.00
1922,-0.0764800,640.00,1340.00
1923,-0.0765200,600.00,1340.00
1924,-0.0765600,640.00,1360.00
1925,-0.0766000,620.00,1340.00
1926,-0.0766400,640.00,1360.00
1927,-0.0766800,600.00,1340.00
1928,-0.0767200,640.00,1360.00
1929,-0.0767600,620.00,1340.00
1930,-0.0768000,640.00,1360.00
1931,-0.0768400,620.00,1360.00
1932,-0.0768800,640.00,1360.00
1933,-0.0769200,620.00,1340.00
1934,-0.0769600,640.00,1380.00
1935,-0.0770000,640.00,1360.00
1936,-0.0770400,640.00,1360.00
1937,-0.0770800,620.00,1360.00
1938,-0.0771200,640.00,1380.00
1939,-0.0771600,620.00,1360.00
1940,-0.0772000,660.00,1380.00
1941,-0.0772400,600.00,1380.00
1942,-0.0772800,640.00,1380.00
1943,-0.0773200,600.00,1360.00
1944,-0.0773600,640.00,1380.00
1945,-0.0774000,620.00,1380.00
1946,-0.0774400,640.00,1380.00
1947,-0.0774800,620.00,1380.00
1948,-0.0775200,640.00,1400.00
1949,-0.0775600,640.00,1380.00
1950,-0.0776000,640.00,1400.00
1951,-0.0776400,620.00,1380.00
1952,-0.0776800,640.00,1420.00
1953,-0.0777200,640.00,1380.00
1954,-0.0777600,660.00,1400.00
1955,-0.0778000,620.00,1380.00
1956,-0.0778400,640.00,1420.00
1957,-0.0778800,600.00,1400.00
1958,-0.0779200,640.00,1420.00
1959,-0.0779600,620.00,1400.00
1960,-0.0780000,640.00,1420.00
1961,-0.0780400,600.00,1400.00
1962,-0.0780800,640.00,1420.00
1963,-0.0781200,600.00,1400.00
1964,-0.0781600,640.00,1420.00
1965,-0.0782000,620.00,1420.00
1966,-0.0782400,640.00,1420.00
1967,-0.0782800,620.00,1420.00
1968,-0.0783200,640.00,1440.00
1969,-0.0783600,600.00,1420.00
1970,-0.0784000,660.00,1440.00
1971,-0.0784400,620.00,1420.00
1972,-0.0784800,640.00,1440.00
1973,-0.0785200,620.00,1420.00
1974,-0.0785600,640.00,1440.00
1975,-0.0786000,600.00,1420.00
1976,-0.0786400,640.00,1440.00
1977,-0.0786800,620.00,1420.00
1978,-0.0787200,640.00,1460.00
1979,-0.0787600,600.00,1420.00
1980,-0.0788000,640.00,1460.00
1981,-0.0788400,620.00,1440.00
1982,-0.0788800,640.00,1460.00
1983,-0.0789200,620.00,1440.00
1984,-0.0789600,640.00,1460.00
1985,-0.0790000,620.00,1440.00
1986,-0.0790400,640.00,1460.00
1987,-0.0790800,620.00,1460.00
1988,-0.0791200,660.00,1480.00
1989,-0.0791600,640.00,1460.00
1990,-0.0792000,660.00,1480.00
1991,-0.0792400,620.00,1460.00
1992,-0.0792800,640.00,1480.00
1993,-0.0793200,600.00,1460.00
1994,-0.0793600,640.00,1500.00
1995,-0.0794000,600.00,1460.00
1996,-0.0794400,640.00,1480.00
1997,-0.0794800,620.00,1480.00
1998,-0.0795200,640.00,1500.00
1999,-0.0795600,620.00,1480.00
2000,-0.0796000,640.00,1500.00
2001,-0.0796400,600.00,1480.00
2002,-0.0796800,660.00,1500.00
2003,-0.0797200,620.00,1480.00
2004,-0.0797600,660.00,1500.00
2005,-0.0798000,640.00,1500.00
2006,-0.0798400,660.00,1500.00
2007,-0.0798800,620.00,1500.00
2008,-0.0799200,660.00,1520.00
2009,-0.0799600,620.00,1500.00
2010,-0.0800000,640.00,1520.00
2011,-0.0800400,620.00,1500.00
2012,-0.0800800,640.00,1520.00
2013,-0.0801200,620.00,1500.00
2014,-0.0801600,640.00,1520.00
2015,-0.0802000,620.00,1500.00
2016,-0.0802400,640.00,1520.00
2017,-0.0802800,620.00,1520.00
2018,-0.0803200,640.00,1520.00
2019,-0.0803600,620.00,1520.00
2020,-0.0804000,640.00,1540.00
2021,-0.0804400,620.00,1520.00
2022,-0.0804800,640.00,1540.00
2023,-0.0805200,620.00,1520.00
2024,-0.0805600,660.00,1540.00
2025,-0.0806000,620.00,1520.00
2026,-0.0806400,640.00,1540.00
2027,-0.0806800,620.00,1520.00
2028,-0.0807200,640.00,1540.00
2029,-0.0807600,620.00,1540.00
2030,-0.0808000,640.00,1540.00
2031,-0.0808400,620.00,1540.00
2032,-0.0808800,620.00,1540.00
2033,-0.0809200,620.00,1540.00
2034,-0.0809600,640.00,1580.00
2035,-0.0810000,600.00,1540.00
2036,-0.0810400,640.00,1580.00
2037,-0.0810800,640.00,1540.00
2038,-0.0811200,640.00,1580.00
2039,-0.0811600,620.00,1560.00
2040,-0.0812000,640.00,1580.00
2041,-0.0812400,620.00,1560.00
2042,-0.0812800,640.00,1580.00
2043,-0.0813200,620.00,1560.00
2044,-0.0813600,640.00,1580.00
2045,-0.0814000,620.00,1580.00
2046,-0.0814400,640.00,1580.00
2047,-0.0814800,620.00,1580.00
2048,-0.0815200,640.00,1600.00
2049,-0.0815600,600.00,1580.00
2050,-0.0816000,640.00,1600.00
2051,-0.0816400,620.00,1580.00
2052,-0.0816800,640.00,1600.00
2053,-0.0817200,620.00,1580.00
2054,-0.0817600,640.00,1600.00
2055,-0.0818000,620.00,1600.00
2056,-0.0818400,640.00,1620.00
2057,-0.0818800,620.00,1580.00
2058,-0.0819200,640.00,1620.00
2059,-0.0819600,620.00,1580.00
2060,-0.0820000,640.00,1620.00
2061,-0.0820400,600.00,1600.00
2062,-0.0820800,640.00,1620.00
2063,-0.0821200,600.00,1600.00
2064,-0.0821600,640.00,1620.00
2065,-0.0822000,620.00,1600.00
2066,-0.0822400,640.00,1620.00
2067,-0.0822800,620.00,1600.00
2068,-0.0823200,640.00,1640.00
2069,-0.0823600,600.00,1620.00
2070,-0.0824000,640.00,1640.00
2071,-0.0824400,620.00,1620.00
2072,-0.0824800,660.00,1640.00
2073,-0.0825200,640.00,1620.00
2074,-0.0825600,660.00,1660.00
2075,-0.0826000,620.00,1640.00
2076,-0.0826400,640.00,1660.00
2077,-0.0826800,600.00,1620.00
2078,-0.0827200,660.00,1660.00
2079,-0.0827600,620.00,1640.00
2080,-0.0828000,640.00,1660.00
2081,-0.0828400,600.00,1640.00
2082,-0.0828800,640.00,1660.00
2083,-0.0829200,600.00,1660.00
2084,-0.0829600,640.00,1680.00
2085,-0.0830000,620.00,1660.00
2086,-0.0830400,640.00,1680.00
2087,-0.0830800,620.00,1660.00
2088,-0.0831200,640.00,1680.00
2089,-0.0831600,620.00,1680.00
2090,-0.0832000,660.00,1680.00
2091,-0.0832400,640.00,1660.00
2092,-0.0832800,640.00,1700.00
2093,-0.0833200,640.00,1680.00
2094,-0.0833600,640.00,1700.00
2095,-0.0834000,600.00,1680.00
2096,-0.0834400,640.00,1700.00
2097,-0.0834800,620.00,1680.00
2098,-0.0835200,640.00,1700.00
2099,-0.0835600,620.00,1680.00
2100,-0.0836000,640.00,1700.00
2101,-0.0836400,600.00,1700.00
2102,-0.0836800,640.00,1700.00
2103,-0.0837200,620.00,1700.00
2104,-0.0837600,660.00,1720.00
2105,-0.0838000,620.00,1700.00
2106,-0.0838400,640.00,1720.00
2107,-0.0838800,640.00,1720.00
2108,-0.0839200,660.00,1740.00
2109,-0.0839600,620.00,1720.00
2110,-0.0840000,640.00,1740.00
2111,-0.0840400,620.00,1720.00
2112,-0.0840800,640.00,1740.00
2113,-0.0841200,600.00,1720.00
2114,-0.0841600,640.00,1740.00
2115,-0.0842000,600.00,1720.00
2116,-0.0842400,640.00,1740.00
2117,-0.0842800,600.00,1740.00
2118,-0.0843200,640.00,1760.00
2119,-0.0843600,620.00,1740.00
2120,-0.0844000,640.00,1740.00
2121,-0.0844400,640.00,1740.00
2122,-0.0844800,640.00,1760.00
2123,-0.0845200,620.00,1720.00
2124,-0.0845600,640.00,1740.00
2125,-0.0846000,620.00,1720.00
2126,-0.0846400,660.00,1740.00
2127,-0.0846800,640.00,1700.00
2128,-0.0847200,640.00,1740.00
2129,-0.0847600,620.00,1700.00
2130,-0.0848000,640.00,1720.00
2131,-0.0848400,620.00,1700.00
2132,-0.0848800,640.00,1700.00
2133,-0.0849200,600.00,1680.00
2134,-0.0849600,640.00,1700.00
2135,-0.0850000,600.00,1680.00
2136,-0.0850400,640.00,1700.00
2137,-0.0850800,620.00,1680.00
2138,-0.0851200,640.00,1680.00
2139,-0.0851600,620.00,1660.00
2140,-0.0852000,640.00,1680.00
2141,-0.0852400,620.00,1640.00
2142,-0.0852800,660.00,1680.00
2143,-0.0853200,620.00,1620.00
2144,-0.0853600,660.00,1660.00
2145,-0.0854000,620.00,1600.00
2146,-0.0854400,660.00,1620.00
2147,-0.0854800,600.00,1580.00
2148,-0.0855200,640.00,1600.00
2149,-0.0855600,600.00,1580.00
2150,-0.0856000,640.00,1600.00
2151,-0.0856400,620.00,1540.00
2152,-0.0856800,640.00,1580.00
2153,-0.0857200,600.00,1520.00
2154,-0.0857600,640.00,1540.00
2155,-0.0858000,600.00,1500.00
2156,-0.0858400,660.00,1520.00
2157,-0.0858800,620.00,1500.00
2158,-0.0859200,660.00,1520.00
2159,-0.0859600,620.00,1460.00
2160,-0.0860000,640.00,1500.00
2161,-0.0860400,620.00,1440.00
2162,-0.0860800,660.00,1460.00
2163,-0.0861200,620.00,1420.00
2164,-0.0861600,640.00,1460.00
2165,-0.0862000,620.00,1400.00
2166,-0.0862400,640.00,1420.00
2167,-0.0862800,620.00,1380.00
2168,-0.0863200,640.00,1420.00
2169,-0.0863600,620.00,1360.00
2170,-0.0864000,640.00,1380.00
2171,-0.0864400,620.00,1340.00
2172,-0.0864800,640.00,1360.00
2173,-0.0865200,620.00,1320.00
2174,-0.0865600,660.00,1360.00
2175,-0.0866000,620.00,1320.00
2176,-0.0866400,640.00,1340.00
2177,-0.0866800,620.00,1280.00
2178,-0.0867200,660.00,1320.00
2179,-0.0867600,620.00,1280.00
2180,-0.0868000,640.00,1300.00
2181,-0.0868400,620.00,1260.00
2182,-0.0868800,640.00,1280.00
2183,-0.0869200,620.00,1260.00
2184,-0.0869600,640.00,1260.00
2185,-0.0870000,600.00,1220.00
2186,-0.0870400,640.00,1260.00
2187,-0.0870800,620.00,1200.00
2188,-0.0871200,640.00,1220.00
2189,-0.0871600,620.00,1200.00
2190,-0.0872000,660.00,1220.00
2191,-0.0872400,620.00,1180.00
2192,-0.0872800,660.00,1200.00
2193,-0.0873200,640.00,1180.00
2194,-0.0873600,640.00,1180.00
2195,-0.0874000,620.00,1140.00
2196,-0.0874400,640.00,1180.00
2197,-0.0874800,620.00,1140.00
2198,-0.0875200,640.00,1140.00
2199,-0.0875600,600.00,1100.00
2200,-0.0876000,640.00,1140.00
2201,-0.0876400,620.00,1100.00
2202,-0.0876800,640.00,1120.00
2203,-0.0877200,620.00,1100.00
2204,-0.0877600,640.00,1120.00
2205,-0.0878000,620.00,1060.00
2206,-0.0878400,640.00,1100.00
2207,-0.0878800,620.00,1060.00
2208,-0.0879200,640.00,1100.00
2209,-0.0879600,620.00,1040.00
2210,-0.0880000,660.00,1080.00
2211,-0.0880400,620.00,1020.00
2212,-0.0880800,640.00,1060.00
2213,-0.0881200,620.00,1020.00
2214,-0.0881600,660.00,1040.00
2215,-0.0882000,620.00,1020.00
2216,-0.0882400,640.00,1040.00
2217,-0.0882800,620.00,1000.00
2218,-0.0883200,640.00,1020.00
2219,-0.0883600,600.00,980.00
2220,-0.0884000,640.00,1000.00
2221,-0.0884400,600.00,980.00
2222,-0.0884800,640.00,1000.00
2223,-0.0885200,600.00,960.00
2224,-0.0885600,640.00,980.00
2225,-0.0886000,620.00,940.00
2226,-0.0886400,640.00,960.00
2227,-0.0886800,620.00,940.00
2228,-0.0887200,640.00,960.00
2229,-0.0887600,640.00,940.00
2230,-0.0888000,640.00,940.00
2231,-0.0888400,620.00,900.00
2232,-0.0888800,640.00,940.00
2233,-0.0889200,620.00,900.00
2234,-0.0889600,660.00,940.00
2235,-0.0890000,620.00,900.00
2236,-0.0890400,640.00,900.00
2237,-0.0890800,600.00,880.00
2238,-0.0891200,640.00,900.00
2239,-0.0891600,620.00,880.00
2240,-0.0892000,660.00,880.00
2241,-0.0892400,620.00,860.00
2242,-0.0892800,660.00,880.00
2243,-0.0893200,620.00,860.00
2244,-0.0893600,640.00,880.00
2245,-0.0894000,640.00,860.00
2246,-0.0894400,660.00,860.00
2247,-0.0894800,620.00,820.00
2248,-0.0895200,660.00,860.00
2249,-0.0895600,640.00,820.00
2250,-0.0896000,660.00,840.00
2251,-0.0896400,620.00,800.00
2252,-0.0896800,640.00,820.00
2253,-0.0897200,600.00,800.00
2254,-0.0897600,640.00,820.00
2255,-0.0898000,620.00,780.00
2256,-0.0898400,640.00,800.00
2257,-0.0898800,620.00,780.00
2258,-0.0899200,640.00,800.00
2259,-0.0899600,600.00,780.00
2260,-0.0900000,640.00,780.00
2261,-0.0900400,620.00,760.00
2262,-0.0900800,640.00,780.00
2263,-0.0901200,620.00,740.00
2264,-0.0901600,640.00,780.00
2265,-0.0902000,620.00,740.00
2266,-0.0902400,660.00,780.00
2267,-0.0902800,620.00,720.00
2268,-0.0903200,640.00,760.00
2269,-0.0903600,600.00,720.00
2270,-0.0904000,640.00,740.00
2271,-0.0904400,600.00,720.00
2272,-0.0904800,640.00,740.00
2273,-0.0905200,620.00,700.00
2274,-0.0905600,640.00,720.00
2275,-0.0906000,600.00,700.00
2276,-0.0906400,640.00,720.00
2277,-0.0906800,620.00,700.00
2278,-0.0907200,640.00,720.00
2279,-0.0907600,620.00,680.00
2280,-0.0908000,640.00,700.00
2281,-0.0908400,620.00,680.00
2282,-0.0908800,640.00,700.00
2283,-0.0909200,620.00,660.00
2284,-0.0909600,660.00,700.00
2285,-0.0910000,600.00,660.00
2286,-0.0910400,640.00,680.00
2287,-0.0910800,600.00,660.00
2288,-0.0911200,640.00,680.00
2289,-0.0911600,620.00,640.00
2290,-0.0912000,640.00,660.00
2291,-0.0912400,620.00,640.00
2292,-0.0912800,640.00,640.00
2293,-0.0913200,620.00,640.00
2294,-0.0913600,660.00,640.00
2295,-0.0914000,600.00,620.00
2296,-0.0914400,640.00,640.00
2297,-0.0914800,620.00,620.00
2298,-0.0915200,640.00,640.00
2299,-0.0915600,620.00,600.00
2300,-0.0916000,660.00,620.00
2301,-0.0916400,620.00,620.00
2302,-0.0916800,640.00,620.00
2303,-0.0917200,620.00,600.00
2304,-0.0917600,640.00,620.00
2305,-0.0918000,620.00,580.00
2306,-0.0918400,640.00,600.00
2307,-0.0918800,620.00,580.00
2308,-0.0919200,640.00,600.00
2309,-0.0919600,600.00,580.00
2310,-0.0920000,640.00,600.00
2311,-0.0920400,620.00,560.00
2312,-0.0920800,640.00,580.00
2313,-0.0921200,620.00,560.00
2314,-0.0921600,660.00,580.00
2315,-0.0922000,620.00,560.00
2316,-0.0922400,640.00,580.00
2317,-0.0922800,620.00,560.00
2318,-0.0923200,660.00,560.00
2319,-0.0923600,620.00,540.00
2320,-0.0924000,640.00,560.00
2321,-0.0924400,620.00,540.00
