#,Time(ms),CH1(mV)
0,0.0102000,40.00
1,0.0101600,40.00
2,0.0101200,40.00
3,0.0100800,20.00
4,0.0100400,40.00
5,0.0100000,0.00
6,0.0099600,40.00
7,0.0099200,20.00
8,0.0098800,40.00
9,0.0098400,0.00
10,0.0098000,20.00
11,0.0097600,20.00
12,0.0097200,40.00
13,0.0096800,0.00
14,0.0096400,60.00
15,0.0096000,40.00
16,0.0095600,40.00
17,0.0095200,20.00
18,0.0094800,60.00
19,0.0094400,40.00
20,0.0094000,60.00
21,0.0093600,0.00
22,0.0093200,40.00
23,0.0092800,0.00
24,0.0092400,40.00
25,0.0092000,20.00
26,0.0091600,40.00
27,0.0091200,0.00
28,0.0090800,40.00
29,0.0090400,20.00
30,0.0090000,40.00
31,0.0089600,20.00
32,0.0089200,60.00
33,0.0088800,40.00
34,0.0088400,40.00
35,0.0088000,20.00
36,0.0087600,40.00
37,0.0087200,20.00
38,0.0086800,40.00
39,0.0086400,0.00
40,0.0086000,40.00
41,0.0085600,0.00
42,0.0085200,40.00
43,0.0084800,0.00
44,0.0084400,60.00
45,0.0084000,20.00
46,0.0083600,40.00
47,0.0083200,20.00
48,0.0082800,40.00
49,0.0082400,20.00
50,0.0082000,60.00
51,0.0081600,0.00
52,0.0081200,60.00
53,0.0080800,0.00
54,0.0080400,40.00
55,0.0080000,20.00
56,0.0079600,60.00
57,0.0079200,20.00
58,0.0078800,40.00
59,0.0078400,20.00
60,0.0078000,40.00
61,0.0077600,0.00
62,0.0077200,40.00
63,0.0076800,20.00
64,0.0076400,40.00
65,0.0076000,20.00
66,0.0075600,60.00
67,0.0075200,40.00
68,0.0074800,60.00
69,0.0074400,20.00
70,0.0074000,40.00
71,0.0073600,40.00
72,0.0073200,40.00
73,0.0072800,20.00
74,0.0072400,40.00
75,0.0072000,0.00
76,0.0071600,40.00
77,0.0071200,20.00
78,0.0070800,40.00
79,0.0070400,20.00
80,0.0070000,40.00
81,0.0069600,20.00
82,0.0069200,40.00
83,0.0068800,20.00
84,0.0068400,40.00
85,0.0068000,20.00
86,0.0067600,40.00
87,0.0067200,20.00
88,0.0066800,40.00
89,0.0066400,40.00
90,0.0066000,60.00
91,0.0065600,0.00
92,0.0065200,40.00
93,0.0064800,0.00
94,0.0064400,40.00
95,0.0064000,0.00
96,0.0063600,40.00
97,0.0063200,0.00
98,0.0062800,40.00
99,0.0062400,20.00
100,0.0062000,40.00
101,0.0061600,20.00
102,0.0061200,60.00
103,0.0060800,20.00
104,0.0060400,60.00
105,0.0060000,40.00
106,0.0059600,40.00
107,0.0059200,20.00
108,0.0058800,40.00
109,0.0058400,0.00
110,0.0058000,40.00
111,0.0057600,0.00
112,0.0057200,40.00
113,0.0056800,20.00
114,0.0056400,40.00
115,0.0056000,20.00
116,0.0055600,40.00
117,0.0055200,20.00
118,0.0054800,40.00
119,0.0054400,40.00
120,0.0054000,40.00
121,0.0053600,40.00
122,0.0053200,40.00
123,0.0052800,40.00
124,0.0052400,40.00
125,0.0052000,20.00
126,0.0051600,40.00
127,0.0051200,0.00
128,0.0050800,40.00
129,0.0050400,0.00
130,0.0050000,40.00
131,0.0049600,20.00
132,0.0049200,40.00
133,0.0048800,40.00
134,0.0048400,40.00
135,0.0048000,20.00
136,0.0047600,40.00
137,0.0047200,20.00
138,0.0046800,40.00
139,0.0046400,40.00
140,0.0046000,60.00
141,0.0045600,20.00
142,0.0045200,60.00
143,0.0044800,20.00
144,0.0044400,40.00
145,0.0044000,20.00
146,0.0043600,40.00
147,0.0043200,0.00
148,0.0042800,40.00
149,0.0042400,20.00
150,0.0042000,60.00
151,0.0041600,40.00
152,0.0041200,60.00
153,0.0040800,40.00
154,0.0040400,60.00
155,0.0040000,40.00
156,0.0039600,60.00
157,0.0039200,40.00
158,0.0038800,60.00
159,0.0038400,40.00
160,0.0038000,40.00
161,0.0037600,20.00
162,0.0037200,40.00
163,0.0036800,40.00
164,0.0036400,40.00
165,0.0036000,20.00
166,0.0035600,60.00
167,0.0035200,40.00
168,0.0034800,40.00
169,0.0034400,20.00
170,0.0034000,60.00
171,0.0033600,40.00
172,0.0033200,60.00
173,0.0032800,40.00
174,0.0032400,60.00
175,0.0032000,40.00
176,0.0031600,60.00
177,0.0031200,40.00
178,0.0030800,60.00
179,0.0030400,40.00
180,0.0030000,60.00
181,0.0029600,40.00
182,0.0029200,60.00
183,0.0028800,40.00
184,0.0028400,60.00
185,0.0028000,40.00
186,0.0027600,60.00
187,0.0027200,60.00
188,0.0026800,80.00
189,0.0026400,60.00
190,0.0026000,80.00
191,0.0025600,60.00
192,0.0025200,80.00
193,0.0024800,60.00
194,0.0024400,80.00
195,0.0024000,60.00
196,0.0023600,80.00
197,0.0023200,60.00
198,0.0022800,80.00
199,0.0022400,60.00
200,0.0022000,80.00
201,0.0021600,80.00
202,0.0021200,80.00
203,0.0020800,80.00
204,0.0020400,100.00
205,0.0020000,80.00
206,0.0019600,100.00
207,0.0019200,80.00
208,0.0018800,100.00
209,0.0018400,80.00
210,0.0018000,100.00
211,0.0017600,80.00
212,0.0017200,120.00
213,0.0016800,80.00
214,0.0016400,100.00
215,0.0016000,80.00
216,0.0015600,100.00
217,0.0015200,80.00
218,0.0014800,120.00
219,0.0014400,80.00
220,0.0014000,120.00
221,0.0013600,100.00
222,0.0013200,140.00
223,0.0012800,120.00
224,0.0012400,140.00
225,0.0012000,120.00
226,0.0011600,140.00
227,0.0011200,120.00
228,0.0010800,160.00
229,0.0010400,120.00
230,0.0010000,160.00
231,0.0009600,120.00
232,0.0009200,140.00
233,0.0008800,120.00
234,0.0008400,140.00
235,0.0008000,120.00
236,0.0007600,160.00
237,0.0007200,140.00
238,0.0006800,160.00
239,0.0006400,140.00
240,0.0006000,160.00
241,0.0005600,160.00
242,0.0005200,180.00
243,0.0004800,160.00
244,0.0004400,160.00
245,0.0004000,160.00
246,0.0003600,160.00
247,0.0003200,160.00
248,0.0002800,160.00
249,0.0002400,160.00
250,0.0002000,160.00
251,0.0001600,160.00
252,0.0001200,160.00
253,0.0000800,160.00
254,0.0000400,180.00
255,0.0000000,160.00
256,-0.0000400,200.00
257,-0.0000800,180.00
258,-0.0001200,200.00
259,-0.0001600,200.00
260,-0.0002000,200.00
261,-0.0002400,200.00
262,-0.0002800,220.00
263,-0.0003200,180.00
264,-0.0003600,220.00
265,-0.0004000,180.00
266,-0.0004400,220.00
267,-0.0004800,180.00
268,-0.0005200,220.00
269,-0.0005600,200.00
270,-0.0006000,220.00
271,-0.0006400,200.00
272,-0.0006800,220.00
273,-0.0007200,200.00
274,-0.0007600,220.00
275,-0.0008000,220.00
276,-0.0008400,240.00
277,-0.0008800,220.00
278,-0.0009200,240.00
279,-0.0009600,220.00
280,-0.0010000,240.00
281,-0.0010400,220.00
282,-0.0010800,240.00
283,-0.0011200,220.00
284,-0.0011600,240.00
285,-0.0012000,220.00
286,-0.0012400,240.00
287,-0.0012800,220.00
288,-0.0013200,260.00
289,-0.0013600,240.00
290,-0.0014000,260.00
291,-0.0014400,240.00
292,-0.0014800,280.00
293,-0.0015200,240.00
294,-0.0015600,280.00
295,-0.0016000,260.00
296,-0.0016400,280.00
297,-0.0016800,240.00
298,-0.0017200,280.00
299,-0.0017600,240.00
300,-0.0018000,280.00
301,-0.0018400,240.00
302,-0.0018800,280.00
303,-0.0019200,260.00
304,-0.0019600,280.00
305,-0.0020000,260.00
306,-0.0020400,300.00
307,-0.0020800,280.00
308,-0.0021200,280.00
309,-0.0021600,280.00
310,-0.0022000,300.00
311,-0.0022400,280.00
312,-0.0022800,300.00
313,-0.0023200,300.00
314,-0.0023600,320.00
315,-0.0024000,300.00
316,-0.0024400,320.00
317,-0.0024800,300.00
318,-0.0025200,320.00
319,-0.0025600,300.00
320,-0.0026000,320.00
321,-0.0026400,300.00
322,-0.0026800,320.00
323,-0.0027200,300.00
324,-0.0027600,320.00
325,-0.0028000,320.00
326,-0.0028400,340.00
327,-0.0028800,320.00
328,-0.0029200,340.00
329,-0.0029600,320.00
330,-0.0030000,340.00
331,-0.0030400,320.00
332,-0.0030800,360.00
333,-0.0031200,320.00
334,-0.0031600,340.00
335,-0.0032000,320.00
336,-0.0032400,340.00
337,-0.0032800,320.00
338,-0.0033200,360.00
339,-0.0033600,340.00
340,-0.0034000,360.00
341,-0.0034400,360.00
342,-0.0034800,360.00
343,-0.0035200,360.00
344,-0.0035600,380.00
345,-0.0036000,360.00
346,-0.0036400,380.00
347,-0.0036800,360.00
348,-0.0037200,380.00
349,-0.0037600,380.00
350,-0.0038000,380.00
351,-0.0038400,360.00
352,-0.0038800,380.00
353,-0.0039200,380.00
354,-0.0039600,380.00
355,-0.0040000,360.00
356,-0.0040400,400.00
357,-0.0040800,380.00
358,-0.0041200,400.00
359,-0.0041600,400.00
360,-0.0042000,400.00
361,-0.0042400,400.00
362,-0.0042800,420.00
363,-0.0043200,400.00
364,-0.0043600,420.00
365,-0.0044000,400.00
366,-0.0044400,420.00
367,-0.0044800,400.00
368,-0.0045200,440.00
369,-0.0045600,400.00
370,-0.0046000,440.00
371,-0.0046400,420.00
372,-0.0046800,440.00
373,-0.0047200,440.00
374,-0.0047600,460.00
375,-0.0048000,420.00
376,-0.0048400,460.00
377,-0.0048800,440.00
378,-0.0049200,460.00
379,-0.0049600,460.00
380,-0.0050000,480.00
381,-0.0050400,460.00
382,-0.0050800,480.00
383,-0.0051200,460.00
384,-0.0051600,480.00
385,-0.0052000,460.00
386,-0.0052400,480.00
387,-0.0052800,460.00
388,-0.0053200,480.00
389,-0.0053600,480.00
390,-0.0054000,480.00
391,-0.0054400,480.00
392,-0.0054800,500.00
393,-0.0055200,480.00
394,-0.0055600,500.00
395,-0.0056000,480.00
396,-0.0056400,520.00
397,-0.0056800,500.00
398,-0.0057200,540.00
399,-0.0057600,520.00
400,-0.0058000,520.00
401,-0.0058400,520.00
402,-0.0058800,540.00
403,-0.0059200,520.00
404,-0.0059600,540.00
405,-0.0060000,520.00
406,-0.0060400,540.00
407,-0.0060800,520.00
408,-0.0061200,540.00
409,-0.0061600,540.00
410,-0.0062000,560.00
411,-0.0062400,540.00
412,-0.0062800,560.00
413,-0.0063200,560.00
414,-0.0063600,580.00
415,-0.0064000,540.00
416,-0.0064400,580.00
417,-0.0064800,560.00
418,-0.0065200,580.00
419,-0.0065600,560.00
420,-0.0066000,580.00
421,-0.0066400,560.00
422,-0.0066800,580.00
423,-0.0067200,560.00
424,-0.0067600,600.00
425,-0.0068000,580.00
426,-0.0068400,600.00
427,-0.0068800,600.00
428,-0.0069200,620.00
429,-0.0069600,600.00
430,-0.0070000,640.00
431,-0.0070400,620.00
432,-0.0070800,640.00
433,-0.0071200,620.00
434,-0.0071600,640.00
435,-0.0072000,620.00
436,-0.0072400,640.00
437,-0.0072800,620.00
438,-0.0073200,640.00
439,-0.0073600,620.00
440,-0.0074000,640.00
441,-0.0074400,640.00
442,-0.0074800,640.00
443,-0.0075200,640.00
444,-0.0075600,660.00
445,-0.0076000,640.00
446,-0.0076400,660.00
447,-0.0076800,640.00
448,-0.0077200,680.00
449,-0.0077600,640.00
450,-0.0078000,680.00
451,-0.0078400,660.00
452,-0.0078800,680.00
453,-0.0079200,660.00
454,-0.0079600,700.00
455,-0.0080000,660.00
456,-0.0080400,700.00
457,-0.0080800,660.00
458,-0.0081200,680.00
459,-0.0081600,680.00
460,-0.0082000,700.00
461,-0.0082400,680.00
462,-0.0082800,700.00
463,-0.0083200,680.00
464,-0.0083600,720.00
465,-0.0084000,700.00
466,-0.0084400,720.00
467,-0.0084800,700.00
468,-0.0085200,720.00
469,-0.0085600,720.00
470,-0.0086000,740.00
471,-0.0086400,720.00
472,-0.0086800,740.00
473,-0.0087200,720.00
474,-0.0087600,720.00
475,-0.0088000,720.00
476,-0.0088400,720.00
477,-0.0088800,720.00
478,-0.0089200,740.00
479,-0.0089600,720.00
480,-0.0090000,760.00
481,-0.0090400,740.00
482,-0.0090800,780.00
483,-0.0091200,740.00
484,-0.0091600,760.00
485,-0.0092000,760.00
